video,si,ti,e,h,mvResMean,mvResStd,mvResMin,mvResMax,pixVarMean,pixVarStd,pixVarMin,pixVarMax,kpsnr,kssim,kvmaf,kpsnr_trans,kssim_trans,kvmaf_trans
Eldorado_s030,56.5509,13.1776,73.9917,19.1079,517986.225,796360.7592,158334,7174360,1416.605513,369.1995223,867.036823,1707.115447,116107.714,3084.548684,234909.257,14.89702864,22.8305923,44.75081095
Eldorado_s031,52.9428,12.1122,73.175,16.0255,407597.8583,532254.4458,347475,6212204,1771.583661,37.05904023,1708.995163,1833.486824,119542.9963,3108.610614,248422.9294,17.54657374,24.05935262,48.37087344
Eldorado_s032,54.6961,9.80965,76.025,14.0631,469655.7333,543758.4825,363088,6394675,1871.537729,18.9516409,1835.116263,1900.976224,119561.1995,3115.984656,246766.3484,17.56061345,24.43591967,47.92710608
Eldorado_s033,44.7519,4.38051,62.3583,10.2629,375695.775,600864.2795,17069,6644263,1366.204733,714.9513522,20.8275111,1923.075685,125023.8304,3170.999276,249665.7992,21.77380052,27.24532788,48.70381523
Eldorado_s034,70.5166,0.334728,33.375,2.0236,3781.375,7640.443473,0,63639,943.9289037,464.7605073,0,1224.143454,201131.9515,3347.235857,325033.8675,80.4740418,36.24512638,68.89352452
FlowerFocus_s000,9.76624,8.7226,33.4917,10.4434,260101.2333,10077.82282,247516,357253,976.2101643,19.56521336,939.651792,1016.014086,135610.2964,3086.674113,270652.7497,29.93887016,22.93913064,54.32583049
FlowerFocus_s001,8.86319,10.1632,30.725,10.4309,230028.325,21652.81555,197061,377887,904.0984459,129.2939529,627.061169,1036.005189,136853.8496,3110.139304,268377.5896,30.89799085,24.1374176,53.71635724
FlowerKids_s000,30.4972,18.7077,41.6333,32.5731,338459,172330.7314,231862,2110160,4535.366521,219.5319836,4242.868697,4946.052898,123533.8112,3102.454338,226249.5347,20.62458689,23.74497271,42.43103176
FlowerKids_s001,29.585,18.7122,41.4417,31.8086,384019.9083,175896.5387,279623,2171423,4375.420459,945.1870105,2439.775842,5885.82449,121295.8805,3077.399424,209003.9996,18.89852838,22.46550406,37.81127239
Flowers_s000,13.8874,12.6769,12.6917,13.3205,63186.11667,54226.76486,38879,631120,850.8201281,60.9804629,623.8808654,902.0526572,139506.1407,3254.921509,244991.7646,32.94363494,31.53094886,47.45172794
Flowers_s001,11.6971,16.4733,11.3083,14.732,91409.55,61428.86275,40319,549128,817.7891205,102.9743554,506.5257345,953.4985946,133611.5663,3225.524819,215910.9434,28.39730088,30.02976057,39.66151468
Fountains_s000,43.2449,11.7996,60.7667,23.7301,1572352.567,181461.5567,1452838,3284585,2117.595068,14.907763,2095.211477,2155.599646,106241.2835,2822.87446,106427.7249,7.287303956,9.467786018,10.33298865
Fountains_s001,43.5098,11.715,61.0583,23.307,1559014.917,176363.4887,1463859,3225996,2215.478265,33.75548126,2154.603504,2270.282821,106374.2979,2826.654339,109697.471,7.389894573,9.660811487,11.20889306
Fun_on_the_river_s000,26.868,4.89632,23.2583,6.7718,111995.1,34385.06022,0,170572,1543.359386,617.8648426,0,1889.675152,174759.3634,4071.45618,311336.2467,60.13354116,73.22857744,65.22418565
Fun_on_the_river_s002,19.4174,9.83799,18.4,25.1461,233115.8667,100331.4033,151026,1288761,1078.152234,209.8278393,930.3086881,2009.654084,125234.2152,3137.393628,123970.4072,21.93606494,25.52920252,15.03234827
Fun_on_the_river_s003,19.7092,10.1263,18.7417,26.1277,237672.2917,70074.21226,196411,974854,1070.700551,64.80042544,937.9260873,1196.433031,125593.6328,3145.191607,133123.8854,22.21327451,25.92741862,17.48439549
Fun_on_the_river_s004,26.2356,10.2037,26.675,24.0976,465754.725,151376.6771,177716,932753,1383.474269,274.4096476,843.2978744,1621.383961,117753.1211,3072.591127,105904.0166,16.16608896,22.21996082,10.19269689
Fun_on_the_river_s005,30.0923,12.6473,31.6417,30.7935,606665.2,116903.835,529590,1834633,1771.164226,104.9798173,1569.929253,1942.159303,113152.3055,3016.124773,92628.08966,12.6175979,19.33641754,6.636322008
Fun_on_the_river_s006,28.1464,15.8009,31.0167,41.3912,595067.475,152351.8065,457350,2149450,1915.576169,127.6401351,1617.984464,2040.044015,111905.3902,2990.851123,83777.444,11.65588411,18.04577882,4.265397998
Fun_on_the_river_s007,23.7185,12.0242,25.6333,28.8211,364393.8917,137824.0871,230848,1615121,1420.838318,133.2856113,1114.882679,1631.464559,118297.9492,3058.592474,112312.4809,16.58630088,21.50509754,11.90940576
Fun_on_the_river_s008,24.0546,10.7831,26.4667,28.1296,360045.8583,97387.47865,320519,1400235,1495.876591,25.09583179,1458.075421,1549.188721,119312.3615,3066.107359,120700.0608,17.36869111,21.88885697,14.15628304
Fun_on_the_river_s010,22.2452,15.6573,20.0167,61.7187,509554.4667,82365.72712,408196,913105,1052.419558,204.1706679,809.2157053,1427.265607,116645.7133,3083.131972,67854.73788,15.31197376,22.75824565,0
Fun_on_the_river_s011,23.1969,12.8471,24.2667,40.5659,461259.1333,183617.7095,202107,1443879,1423.090392,106.2854026,1168.238264,1560.548064,115243.2636,3036.67285,75529.96968,14.23030024,20.38573745,2.056052414
Fun_on_the_river_s012,24.4633,9.2532,26.4167,18.6038,289751.1667,105019.3615,262215,1428581,1560.291645,17.71311707,1525.081322,1598.23486,121900.9089,3102.130751,139355.8423,19.36517129,23.72844821,19.15382131
Fun_on_the_river_s013,23.2301,9.63219,25.575,21.8255,289751.1667,105019.3615,262215,1428581,1524.149287,107.567089,1268.146455,1601.966286,121266.6621,3092.456356,127018.924,18.87599298,23.23441002,15.84898943
Fun_on_the_river_s014,21.9975,16.208,21.2667,44.9584,407171.2667,68714.45636,342402,981251,1828.143462,93.84036387,1583.061467,2016.325578,116434.2188,3063.71254,102577.7169,15.14885342,21.76656179,9.301642824
Fun_on_the_river_s015,21.5881,13.3347,20.9583,36.0785,348728.8833,121854.4581,215611,1125832,1587.850519,132.8809799,1345.831245,1829.015465,118968.9989,3074.503725,94117.43436,17.10386429,22.31763062,7.035289865
Fun_on_the_river_s017,32.9284,19.1114,29.7583,46.7079,819942.3583,191299.921,512756,2413420,1576.568428,378.8303768,1076.796102,2443.713369,110629.7445,3037.324396,94375.466,10.67201132,20.41900964,7.104411761
Fun_on_the_river_s019,18.8467,13.461,17.65,36.0807,308987.9833,87908.16913,208562,870691,1137.845068,131.1731845,894.4732804,1331.101637,121393.2948,3113.651065,101343.0191,18.97366155,24.3167512,8.97089017
Fun_on_the_river_s020,20.2097,14.0991,20.0167,41.8311,392686.5917,111776.6017,259793,1077467,1178.650397,105.8723228,1022.385151,1380.605938,117799.4639,3073.230652,78169.7407,16.20183201,22.25261913,2.763198166
Fun_on_the_river_s021,20.3707,7.69046,18.3583,17.9185,172891.5083,89751.76121,117724,773547,1227.804346,114.9402288,902.1438428,1349.401687,129534.6687,3171.641612,156100.1627,25.25289437,27.27812977,23.63931454
Fun_on_the_river_s022,22.4915,6.05748,20.175,10.7158,131872.35,97493.59419,113867,1193910,1275.645228,14.73842423,1250.107027,1313.701247,134845.8404,3210.050294,208344.7951,29.34926483,29.2395296,37.63468372
Fun_on_the_river_s023,20.9304,9.22936,20.4667,21.7768,241174.6833,136427.8104,114944,1213287,1303.470641,165.3693611,990.5669711,1532.625458,123895.1703,3123.900547,139036.4933,20.90329392,24.84015713,19.06827363
Fun_on_the_river_s024,21.2982,12.8753,22.775,33.5633,375335.6417,73779.66398,333493,1152539,1460.168517,29.89818534,1394.442823,1509.364734,116375.0905,3041.178293,98596.21524,15.10324932,20.61581496,8.23507229
Fun_on_the_river_s025,21.1763,11.2385,22.85,30.8213,344080.35,83299.7851,209194,1036888,1380.523746,95.73558244,1144.508143,1484.301244,118590.5625,3064.791567,100325.7367,16.81198606,21.821664,8.698379049
Fun_on_the_river_s026,23.8938,11.3518,26.5333,30.405,381561,98227.03263,333775,1434593,1438.37915,25.82001227,1380.887796,1510.034243,118549.5468,3058.916468,113408.2161,16.78035163,21.52164283,12.20293293
Fun_on_the_river_s027,23.7523,10.821,26.4833,28.6854,377434.1333,93340.51522,330310,1370383,1427.628431,24.30985489,1376.609589,1474.303772,118821.6553,3058.614443,111107.8408,16.99022197,21.50621942,11.58670499
Fun_on_the_river_s028,22.9464,10.3434,25.3667,26.9326,346285.525,99204.02465,141746,1312052,1366.586471,196.3302746,462.4643631,1451.867214,120401.0193,3077.995685,116300.9233,18.20834488,22.49595305,12.97783561
HoneyBee_s000,14.1809,4.17102,42.9333,7.9143,365287.9417,44788.02121,356578,853205,635.5501962,1.594242407,629.8553292,640.1028483,133154.2861,3082.569185,276367.3586,28.0446124,22.72950603,55.85666833
Indoor_Soccer_000,17.5414,11.1183,19.2917,11.0682,177114.125,198003.1842,0,1366250,1377.314886,923.4937437,0,2474.701887,134841.1506,3184.694859,274329.1015,29.34564772,27.9447144,55.31065703
Indoor_Soccer_001,49.1536,5.13202,36.8417,7.5414,178617.2667,188201.2551,133592,1605092,2842.5424,946.1852264,1006.992047,3541.115496,134786.6046,3182.17478,288318.1626,29.3035778,27.8160226,59.05806734
Indoor_Soccer_002,21.2497,16.8018,27.0417,15.4827,324080.5,549187.2379,141371,6155892,1762.522498,609.180897,1164.234575,3549.470596,125347.9395,3037.643356,225390.2511,22.02377751,20.43529786,42.20084561
Indoor_Soccer_004,18.1026,18.0831,20.925,14.3326,190114.6833,175689.536,99534,1728109,1826.374838,733.4568933,1057.654928,3061.923329,134594.1895,3187.049598,259512.5328,29.15517296,28.06496285,51.34157276
Indoor_Soccer_005,17.9638,20.7757,16.225,19.3247,121200.6583,83826.59156,84139,814558,2724.883851,509.5405362,1401.804109,3136.574793,138460.6565,3224.631544,273050.4645,32.13727978,29.9841441,54.96813386
Indoor_Soccer_006,17.1156,15.5273,16.425,12.9105,133136.7667,129586.6042,81871,1354860,1569.178484,110.9552377,1419.375482,1741.895426,139070.965,3227.743954,268995.7882,32.60799503,30.14308419,53.88196118
Indoor_Soccer_007,18.6945,21.8464,20.1167,20.9505,236040.4,166385.88,114130,1378434,1402.214397,440.7791223,755.1915462,2142.661297,127423.0495,3131.716021,216796.448,23.62425664,25.2392666,39.89872495
Indoor_Soccer_008,13.62,22.8311,17.9333,18.7166,236555.6,207837.7361,57411,1455945,1635.457533,523.7531234,1010.7732,2349.944837,128453.2037,3137.903368,233532.7337,24.41878816,25.5552332,44.38206584
Indoor_Soccer_009,16.3214,17.4316,16.175,13.1248,156520.9,98227.91793,39656,1017112,2479.699576,718.7136751,1256.954828,3260.675515,137777.9843,3216.019163,264003.6177,31.6107522,29.54433929,52.54465121
Indoor_Soccer_010,27.8962,8.52796,38.8,10.1145,324863.9167,254236.3138,134323,2342141,1567.241247,491.0583015,1022.634363,3248.303336,125273.2558,3042.770238,246415.846,21.96617596,20.69711016,47.83321298
Indoor_Soccer_011,29.0615,9.42659,36.125,8.7109,220347.9583,234002.9132,62364,2726331,1700.503718,455.975245,316.50103,1992.367549,131795.4071,3148.977211,276058.5757,26.9965439,26.12073643,55.77395111
Indoor_Soccer_012,8.10923,6.68824,7.0167,12.8297,148466.775,445976.5459,0,3282989,410.9778241,695.0422555,0.616159512,2973.540533,154657.1734,3300.355309,313012.6453,44.6292377,33.85109735,65.6732618
Indoor_Soccer_013,19.87,20.5859,21.9583,24.8401,283395.4167,182551.2338,0,1368714,1055.904782,620.7349639,0.616159512,1595.63407,128281.4145,3101.024994,259715.774,24.28629159,23.67198098,51.3960173
Indoor_Soccer_015,21.5284,20.1634,30.7667,22.0998,401857.2417,209928.9685,209164,1711440,1236.044316,782.8146333,394.5975394,2478.292416,119049.9315,2914.160794,195925.3035,17.16628558,14.12946639,34.30773199
Indoor_Soccer_016,20.9498,13.5311,28.4833,13.9085,291833.8167,195630.1912,189186,1803037,2282.974982,517.361996,1299.868103,2717.496369,125927.9053,3039.605439,245657.6996,22.47109027,20.53549471,47.63011959
Indoor_Soccer_017,24.9057,10.445,36.5417,13.9128,428691.7833,173047.9815,278446,1793445,1687.653934,515.723331,541.1140236,2068.930022,119439.3262,2887.836887,220384.932,17.46661566,12.78519462,40.86001334
Indoor_Soccer_019,23.307,16.4941,28.9833,17.2889,337362.7833,175175.1824,311,2012367,1776.325035,608.7028204,571.2522992,2364.076242,122674.2437,2981.330352,230370.7781,19.96162455,17.55958561,43.53503651
Indoor_Soccer_020,21.6662,10.7566,30.9583,12.5278,337110.5083,81270.8007,273230,1153527,1182.536035,37.69407661,1120.595266,1269.335282,122705.2214,2941.588278,223555.0418,19.98551686,15.53009406,41.70922704
Indoor_Soccer_021,26.7161,7.33879,35.2167,10.6202,360775.75,213321.6862,281577,2099653,1464.760143,324.5722466,1167.309137,1876.702029,124162.753,2992.48066,244532.3695,21.10967364,18.12899368,47.3286645
Indoor_Soccer_022,16.437,5.65326,25.2417,8.3008,290488.5417,171853.7136,253609,2146268,2212.988585,264.7302556,1748.427781,2418.66798,126805.4147,3002.697829,230876.3476,23.14789078,18.6507495,43.67046922
Indoor_Soccer_023,12.8999,23.0508,17.85,17.8354,219806.1083,125091.9854,104122,972088,1667.856916,768.5942395,549.1363944,2820.787327,125660.5696,3080.219245,216719.5152,22.26490115,22.60950265,39.8781161
Indoor_Soccer_024,13.1386,18.7016,16.25,13.6512,159298.3417,92291.39507,87571,1083830,1170.886621,406.3158819,578.3440115,1728.566349,132358.4955,3140.004291,243509.8816,27.43083953,25.66252014,47.05475896
Indoor_Soccer_025,21.2422,17.2531,28.75,16.0398,345138.2833,236338.2345,158064,2463297,1648.009272,1006.076219,579.5157096,2767.996245,121016.0172,2976.366832,213109.8549,18.68267702,17.30611569,38.91115495
Indoor_Soccer_026,30.8683,11.0768,40.1833,13.5968,476266.8333,216759.8341,419527,2831334,2556.968194,70.29532233,2375.285535,2643.937214,119237.8532,2909.900485,238466.7509,17.31122473,13.91190701,45.70379766
Indoor_Soccer_027,31.931,9.3777,41.4,12.3504,476804.9417,211350.5587,424065,2779628,2269.863513,62.5522294,2198.584973,2385.359505,119691.9286,2915.199477,241071.1671,17.66144146,14.1825084,46.40147252
Indoor_Soccer_028,32.6444,12.9016,42.2667,16.6063,532371.5583,239782.6726,451457,3112837,2338.492971,157.2128966,2201.006104,2703.417494,118259.6998,2889.120183,238382.0848,16.55680008,12.85072817,45.68111717
Indoor_Soccer_029,31.5271,8.69525,40.2583,11.8173,468112.675,216404.5514,404797,2819708,2851.876531,86.54007062,2705.81015,2966.294469,120532.9702,2939.35439,244451.8339,18.31011524,15.41601707,47.30709051
Indoor_Soccer_030,32.7436,7.86912,42,10.906,480449.6917,235327.2056,441463,3044963,2938.758334,51.74597571,2847.142935,3000.382349,120613.2306,2942.319116,245916.1351,18.37201803,15.56741545,47.69934969
Indoor_Soccer_031,22.0755,18.6506,30.7083,24.2438,423860.75,293037.2406,180943,2979719,1441.950326,744.6614589,541.0699928,2845.510935,119938.5962,2935.285952,215223.2031,17.85168981,15.20825585,39.4772818
Indoor_Soccer_032,18.941,20.5597,25.5,24.7908,307471.3917,130954.4156,194928,1579532,1255.465958,322.8601657,698.8386126,1662.824355,125496.7412,3028.895938,234868.6709,22.13854447,19.98859718,44.73993868
Indoor_Soccer_033,15.9553,24.2005,26.4583,24.3004,351895.6333,79429.20428,254871,917944,929.9703811,228.6130928,492.5818999,1274.914757,118937.5582,2919.807628,182625.9206,17.07961489,14.41783087,30.7450737
Indoor_Soccer_034,13.3187,16.7291,16.1167,15.366,145233.5833,143102.5603,90361,1349081,1293.255786,465.4410316,564.6317808,1834.204985,133947.9629,3176.536539,246797.0208,28.65675493,27.52809692,47.93532264
Indoor_Soccer_036,23.5331,16.3622,31.6583,18.335,401496.6667,134372.9801,367834,1863126,1481.509308,128.9281239,1321.785128,1722.997541,119688.238,2885.613436,225162.189,17.65859498,12.6716506,42.139752
Indoor_Soccer_037,25.5161,15.1076,34.4417,17.1943,415629.5083,128832.0596,375814,1797670,2006.198277,210.6356021,1709.092552,2246.09893,120134.1813,2896.198976,238914.1281,18.00253961,13.21221788,45.82364172
Indoor_Soccer_038,29.5608,11.2033,37.1083,13.9829,428016.4167,216469.354,373360,2777418,1953.475355,136.9873172,1782.937126,2210.24835,121125.5808,2925.887718,249290.7621,18.76718059,14.72832021,48.60334975
Indoor_Soccer_039,31.5662,10.9424,40.1583,15.7431,483236.6583,236723.3313,378330,2805432,1731.255705,129.0955166,1359.629533,1859.842915,119856.5471,2901.698572,245943.4444,17.78840746,13.4930634,47.70666535
Indoor_Soccer_040,30.5107,8.35484,39.45,11.2472,422126.925,211067.6392,380086,2713021,1568.038672,9.694832967,1534.3277,1579.093418,122228.085,2960.5151,256499.1112,19.61751378,16.496622,50.53433293
Indoor_Soccer_041,23.0839,16.055,35.05,18.2827,471956.1917,214647.9343,391976,2708734,1368.754592,305.9763439,793.5769808,1655.085663,117159.1394,2828.5546,198476.83,15.70796615,9.757851332,34.99123866
Indoor_Soccer_042,13.8262,19.491,22.05,16.1792,260674.2,154347.0878,169879,1498926,1470.626207,473.9888282,292.8317684,2022.930149,126401.7096,3040.138358,218361.1608,22.83652341,20.56270904,40.31788254
Indoor_Soccer_043,10.7099,7.971,18.375,7.6527,169666.4333,28112.89296,153267,456254,344.915745,29.59712948,289.9180277,403.641763,134991.2524,3120.898299,239935.0216,29.46141743,24.68684261,46.09712017
Indoor_Soccer_044,19.5511,2.76692,15.2083,5.2387,53775.20833,66819.1495,0,458484,240.8838686,315.653679,0.616035146,1462.734432,146147.3996,3279.220525,278163.1317,38.06586753,32.77181636,56.3377227
Indoor_Soccer_046,95.9039,0.439105,57.3833,3.4157,129383.4167,1338502.352,0,14730169,1514.340247,378.0223963,680.2421162,1735.901854,193126.1218,3346.787737,325062.1249,74.29935074,36.22224239,68.90109415
Indoor_Soccer_048,44.3175,0.341195,20.0667,1.7592,75821.325,813017.0626,0,8944787,449.3508908,420.3198375,0.616035146,1080.832734,226448.4402,3349.027054,326285.2377,100,36.33659665,69.2287434
Lake_s000,42.029,12.8974,53,19.3762,400554.5167,102876.8231,283755,1192403,1072.126343,8.279753627,1050.462409,1082.704089,105457.097,2807.959855,134565.9201,6.682481027,8.706148247,17.87068988
Lake_s001,42.0419,12.7481,53,18.9174,971161.9833,352381.0084,541864,4282129,1039.635253,4.690858171,1031.048747,1053.298802,105493.7477,2804.608863,136345.1082,6.710748775,8.535024524,18.34730141
Library_s000,41.7954,9.81866,53.8583,12.2512,965118.725,346609.9562,817524,4238808,2120.86588,21.82761541,2101.253411,2188.37605,137157.2862,3183.107882,314181.6636,31.1320237,27.8636729,65.98642014
Library_s001,45.8109,19.9221,56.4667,25.2253,276540.4417,304791.9371,213750,3589165,2452.814671,165.9628735,2191.446599,2725.336439,134702.1003,3177.519291,319302.5024,29.23840183,27.57828269,67.35819799
Lifting_Off_s000,19.5387,1.82643,19.1667,3.0738,61057.825,15201.96134,0,97025,1443.559654,575.5420438,0,1745.292814,148122.0003,3265.13778,290077.795,39.58882637,32.05265879,59.52944025
Lifting_Off_s001,30.8039,6.71848,23.375,7.082,84341.63333,130540.6191,55746,1238792,2060.331502,77.79529306,1737.21001,2193.453565,136307.9949,3234.564437,253135.5785,30.47698708,30.49138293,49.63330484
Lifting_Off_s002,38.6931,13.0237,25.175,16.6447,358765.4583,387275.2177,54199,3606412,1846.135894,261.1818017,1433.838899,2184.267631,122991.9256,3160.048953,206252.3314,20.20664443,26.68613237,37.07415144
Lifting_Off_s004,21.8496,9.92483,20.4917,14.2917,182448.1833,192500.7016,46667,1980025,1411.467058,499.0889466,618.8888017,1834.93344,129923.1379,3202.499725,222956.6514,25.55251066,28.8539479,41.54892933
Lifting_Off_s005,25.96,5.53667,28.675,6.8023,161646.0167,185573.7989,132896,2184982,1835.483685,16.34573152,1802.031651,1874.808752,128084.0535,3186.126758,222313.945,24.13407211,28.01783658,41.37676021
Lifting_Off_s006,20.8657,2.52257,12.5833,3.4426,61285.54167,224610.6837,24114,2414653,846.3563383,302.3616701,723.6004524,1848.253796,157678.8501,3307.932816,307587.1799,46.95977948,34.23805467,64.21988012
Lifting_Off_s007,23.4742,3.07116,15.125,3.5599,65787.68333,203560.1239,23942,2127026,963.5671019,366.3328679,734.6900933,1562.059017,153818.077,3300.377203,302913.815,43.98206425,33.8522154,62.96797222
Lifting_Off_s008,32.3432,4.19967,26,3.9307,98643.99167,199660.0862,74217,2276289,1550.028071,16.19874181,1522.25504,1570.774143,139378.7327,3253.520539,271680.6078,32.84536841,31.4594061,54.60117462
Lifting_Off_s009,32.4458,3.99553,26,3.8035,100535.9917,199803.5546,76199,2279582,1513.219328,7.790796451,1500.641425,1532.372021,139736.6065,3255.424093,272230.5871,33.12138725,31.55661406,54.74850388
Lifting_Off_s010,33.247,4.59402,26.3167,5.006,136387.2917,283192.4295,79749,2340398,1518.682589,75.27272042,1466.652313,1692.188712,135926.5409,3242.445319,257338.511,30.18278141,30.89383257,50.75919257
Lifting_Off_s011,36.0369,4.4939,28,4.3712,137173.6917,253421.1183,99849,2900206,1718.927816,11.42630786,1690.885757,1734.060929,131275.9076,3236.654617,245662.0341,26.59586723,30.59812121,47.63128074
Lifting_Off_s012,35.6438,4.5248,27.7833,4.4627,139339.4833,251767.9376,101012,2883652,1738.974752,7.892878223,1724.321445,1755.076447,132030.3611,3241.79995,247102.1415,27.17775789,30.86087579,48.01705883
Lifting_Off_s013,34.1483,5.40483,27.0417,5.9624,146157.8667,290669.7707,59482,2836584,1789.561046,19.24944342,1750.249702,1825.448657,133090.6069,3238.299541,251378.4728,27.99549827,30.68212188,49.16260875
Lifting_Off_s014,30.6982,4.7662,24.4083,4.4804,86791.78333,182357.1233,53443,2074070,1813.988641,18.54374429,1787.08813,1848.207191,141057.694,3251.636515,282672.4279,34.14030819,31.36319542,57.54567961
Lifting_Off_s015,30.6672,3.74813,24,3.8131,83984.91667,178049.7549,50471,2023230,1792.900953,14.94469092,1769.293989,1812.468649,142794.8101,3258.565233,287713.3789,35.48010121,31.71702135,58.89605699
Lifting_Off_s016,19.1261,8.42741,16.2167,8.4883,72558.31667,197366.4221,44327,2105904,1683.979158,117.5458335,1465.010288,1908.262283,146039.9876,3273.416427,284660.2641,37.98302338,32.47542096,58.07818409
Lifting_Off_s017,15.2261,12.0567,13.4167,11.294,53630.1,61373.79285,43100,722306,1447.410609,100.4531119,1308.184761,1626.276936,146830.8227,3274.797258,286296.8347,38.5929742,32.54593526,58.51659104
Lifting_Off_s018,12.9172,9.0212,11.2917,8.6111,46344.43333,54555.15263,34998,637648,1057.67081,137.0660518,918.5538967,1416.059889,150227.1765,3284.370034,288567.5787,41.21249479,33.03478412,59.1248813
Lifting_Off_s019,14.386,7.27792,12.1083,7.1018,44740.00833,42618.19309,37244,507504,1031.489197,71.47172878,912.8753223,1286.149726,150131.1719,3285.378968,288409.2736,41.1384489,33.08630692,59.08247429
Lifting_Off_s020,16.7244,4.86007,14.3833,5.3773,51878.14167,100931.0785,33256,1005233,1171.079903,311.8427512,880.9937366,1635.054349,150912.4798,3287.374138,292568.7871,41.74105162,33.18819345,60.1967309
Lifting_Off_s021,21.2728,1.92401,17.4417,2.4558,51489.64167,93461.04824,38184,1069693,1643.522492,6.121067355,1634.878112,1653.309579,151122.2958,3286.664728,297892.363,41.90287736,33.15196627,61.62281826
Lifting_Off_s022,21.5212,1.83087,17.3583,2.401,49948.95,89595.50044,38776,1026466,1647.569413,5.432450416,1633.804613,1655.425115,150341.2504,3284.089505,295302.1903,41.30047706,33.02045849,60.92895899
Lifting_Off_s023,21.678,1.73213,16.8333,2.6367,50050.81667,99274.42976,16471,1129418,1569.967492,74.01339675,1385.93238,1633.427916,147160.2584,3274.367886,283188.481,38.84705951,32.52400869,57.68392066
Lifting_Off_s024,22.8398,1.88661,17,2.4286,48527.95833,98430.18394,38184,1122238,1634.321788,17.87227357,1604.7851,1663.237483,151286.6661,3290.542668,297166.0806,42.02965195,33.34999939,61.42826066
Lifting_Off_s025,22.7108,2.32463,17,2.72,49339.74167,96091.52793,38021,1097478,1677.871142,8.730479079,1663.240057,1691.212396,151131.526,3289.708582,297303.9611,41.90999634,33.30740549,61.4651963
Lifting_Off_s026,24.2094,3.06298,18.3,3.8933,71103.65,188532.1714,39982,1831254,1770.082928,162.793027,1690.712005,2163.486347,148040.2545,3281.110679,290221.9429,39.52577794,32.86834002,59.56805481
Lifting_Off_s027,31.184,2.50199,25,3.4711,83351.58333,175169.5472,60136,1992810,2123.610789,8.617496438,2110.590942,2145.856348,145295.5901,3272.082223,294159.2873,37.40888873,32.40728773,60.62279643
Lifting_Off_s028,31.2876,2.42533,25,3.2455,80811.50833,172856.1012,59442,1965608,2104.267833,4.468843312,2098.699396,2114.475151,145399.4024,3272.41145,294519.0497,37.48895646,32.42410021,60.71917013
Lifting_Off_s029,31.1265,2.32327,25,3.1971,81585.29167,172490.1632,59992,1962461,2101.666481,5.247504046,2091.893204,2115.325675,145792.7165,3273.987681,295357.8573,37.79230952,32.50459295,60.94387113
Lifting_Off_s030,31.1761,2.57501,25,3.4437,81625.7,173363.9911,61706,1972621,2110.101178,4.791462456,2102.575354,2119.037649,145981.2515,3274.833898,295876.2307,37.93772174,32.54780631,61.08273378
Lifting_Off_s031,33.9321,3.75323,30.1,6.3421,156950.2,264343.9271,63696,2354194,2305.982103,165.1223332,2107.910571,2462.607078,135022.3532,3226.349293,271415.7372,29.48540466,30.07186365,54.53022071
Lifting_Off_s032,35.9333,3.904,34,6.6343,186595.1583,238841.8656,160308,2791986,2428.903212,9.226664073,2408.603989,2442.850718,131119.5428,3199.600975,264878.5284,26.4752671,28.70591864,52.77902358
Lifting_Off_s033,35.8075,4.19218,34,6.7375,186216.9333,236125.8122,160519,2761744,2466.638337,37.10709492,2416.579786,2514.197403,132208.9797,3205.240421,269880.7241,27.31552183,28.99390588,54.11901912
Lifting_Off_s034,29.7636,3.59893,28.4917,5.7994,163436.85,259497.3909,107645,2764382,1639.876414,611.7261616,1222.507245,2539.647035,137297.6581,3211.144315,282779.5413,31.24028893,29.29539747,57.57437329
Lifting_Off_s035,27.0755,2.73007,26,4.0618,122262.6167,117332.9682,108510,1401565,1229.384384,2.150839606,1226.035253,1233.500614,141045.9829,3218.911969,293791.7572,34.1312757,29.69206497,60.52434194
Lifting_Off_s036,27.0598,2.48981,26,3.9917,123791.55,118419.4977,108502,1415137,1248.577068,10.17255008,1233.486664,1269.920973,141166.4621,3219.351009,294394.8919,34.22419821,29.71448525,60.68591054
Maples_s001,55.4409,40.9023,74.2083,80.655,623301.525,643850.3088,371493,7446797,2943.512109,260.2912123,2578.933771,3529.42131,96792.88943,2676.820514,181317.8018,0,2.009311285,30.39465288
Marathon_s000,39.2282,18.312,82.1583,28.1031,1043651.467,300428.7421,912846,4036305,858.2647247,11.90259051,831.2819177,877.8789864,101130.4552,2637.473616,119848.7802,3.345453165,0,13.92824074
Marathon_s001,39.4869,17.7806,82.3833,27.536,1044205.025,309330.4331,907974,4147289,844.1760483,14.34451638,818.6352841,872.3091785,102014.8415,2649.146317,124330.7864,4.027557679,0.596084842,15.12888717
Nature_in_the_city_s000,25.9521,1.95231,18.075,2.9412,57771.475,16819.42315,0,89265,2736.370692,1090.059095,0,3312.280099,150847.0939,3291.263234,273570.6828,41.69062118,33.38679623,55.1074907
Nature_in_the_city_s001,33.774,3.42572,21.2833,4.0965,99680.35,137355.684,67944,1596426,2911.907799,106.145095,2609.106899,2962.668918,138913.2571,3247.973414,237765.188,32.48635898,31.17613342,45.51586195
Nature_in_the_city_s002,22.7618,1.34116,12.0083,1.8149,42106.66667,227629.9212,2431,2506778,1813.776052,397.0973313,1617.345284,2962.380414,160456.1402,3315.221755,291299.5697,49.10183205,34.61027585,59.85673108
