video,si,ti,e,h,mvResMean,mvResStd,mvResMin,mvResMax,pixVarMean,pixVarStd,pixVarMin,pixVarMax,kpsnr,kssim,kvmaf,kpsnr_trans,kssim_trans,kvmaf_trans
Nature_in_the_city_s003,29.8294,2.6018,24.2833,3.4556,26273.75833,91877.55448,2578,1024556,2333.877673,501.2001686,1543.631449,2726.052472,151863.7115,3287.737995,291591.4259,42.4747122,33.20677437,59.93491394
Nature_in_the_city_s004,25.6684,2.34634,19.9583,3.2099,41757.275,238437.2517,7706,2641093,1807.418578,757.9300868,1063.061966,2732.665747,157048.8662,3307.12843,298516.8873,46.47388907,34.19697748,61.79011675
Nature_in_the_city_s005,21.6139,1.37068,16.4917,2.1166,20579.54167,76899.57003,300,854369,1429.800759,403.3775867,1061.439884,2001.835799,159826.477,3312.49963,297816.0594,48.616189,34.47126626,61.60237795
Nature_in_the_city_s006,27.289,1.53573,27.1583,2.9026,42973.875,177431.5382,3820,1936983,1869.582474,231.3503719,1337.448679,1997.774236,147945.155,3279.850236,285001.1461,39.45243013,32.80397353,58.16950007
Nature_in_the_city_s007,38.3355,5.99068,51.5417,6.9045,158832.625,357539.0537,38126,4029703,1571.131459,25.37119683,1535.955872,1610.379365,136049.1884,3241.487516,274973.0145,30.27737626,30.84492084,55.4831494
Nature_in_the_city_s008,38.2226,7.39414,51.6083,7.8307,143812.7083,382700.0443,41279,4298169,1583.716582,12.22317168,1553.136662,1606.238065,134381.3051,3230.486018,271445.8386,28.9909807,30.28311202,54.5382843
Nature_in_the_city_s009,30.8296,2.88716,34.9917,4.819,89644.65,379446.4666,3149,4171412,1500.294714,128.9318746,1168.17813,1571.639826,138579.6987,3227.348823,262613.0054,32.22909397,30.1229062,52.17213193
Nature_in_the_city_s010,27.0527,1.56176,31.0667,2.5109,35597.95,206949.0242,4061,2291336,1222.979593,218.2003784,993.9276573,1567.283927,143716.7805,3245.767517,266691.6656,36.1911934,31.06348581,53.26472943
Nature_in_the_city_s011,26.9718,1.98457,32.725,1.9954,33317.08333,168027.8405,6984,1864101,1099.056814,7.640603572,1071.138282,1114.493136,150540.2279,3287.170166,289361.2013,41.4539433,33.17777728,59.33747808
Nature_in_the_city_s012,36.3271,1.28152,34.3167,2.3258,28472.18333,135261.294,3933,1500449,2242.775927,362.4847982,1105.746011,2398.139186,143718.6883,3248.73373,280052.6631,36.19266478,31.21496015,56.84389314
Nature_in_the_city_s013,38.0859,1.07422,35.125,1.4021,38816.95,278162.7338,5117,3072737,2394.853097,0.774835078,2393.352252,2396.581844,155493.2665,3303.258556,309310.6416,45.27409492,33.99935623,64.68156359
Nature_in_the_city_s014,31.061,2.80503,34.35,3.5943,56543.78333,275722.3467,6283,3061270,1489.660595,445.8320206,1201.132968,2395.277175,137513.1324,3208.238622,246165.424,31.40647873,29.14701369,47.76612956
Nature_in_the_city_s015,30.1722,3.60017,35.9583,3.0798,52653.13333,196598.9884,22270,2195803,1246.527143,8.638982743,1229.970001,1257.105899,143144.0993,3257.351293,270327.0999,35.74949903,31.65502957,54.23859493
Nature_in_the_city_s016,27.0043,2.2371,22.7833,3.1538,42608.35833,199318.0045,5178,2210557,1607.041998,373.8969248,1240.56758,2053.329043,149388.439,3285.919535,273986.234,40.56559802,33.11391185,55.21880918
Nature_in_the_city_s017,25.3925,0.672711,10,1.223,17947.56667,127453.7116,3899,1408258,2051.272432,1.079905599,2048.825781,2053.648499,175720.2404,3337.618702,313770.7915,60.87464091,35.75401121,65.8763551
Nature_in_the_city_s018,26.1805,1.3909,12.0333,2.2232,32342.51667,128093.6158,2585,1404562,2362.326872,578.7438162,2041.413004,3697.033758,161540.9982,3320.506434,295986.2244,49.93855521,34.88014628,61.11219903
Nature_in_the_city_s019,31.1174,3.71549,20,4.3615,85052.725,180584.0328,54743,2054010,3704.635841,4.33997877,3695.680704,3711.627862,144039.2807,3269.079978,259854.4395,36.43992949,32.25397337,51.43316322
Nature_in_the_city_s020,30.8842,3.98997,20.2917,5.1342,80721.60833,180006.565,55174,2043368,3647.184135,220.0179237,2629.738172,3716.367574,142725.8435,3261.800794,256374.9178,35.42690904,31.88225034,50.50106382
Nature_in_the_city_s021,39.8664,3.11726,33.9333,3.6436,94574.73333,147982.4638,63816,1706634,2586.198247,60.39534167,2379.59953,2610.737994,135605.0723,3219.674985,251192.4318,29.93484089,29.73102959,49.11277182
Nature_in_the_city_s022,37.4232,2.34763,36.575,4.2154,104645.125,298475.7627,38858,3357078,2178.233517,320.9206511,1731.170246,2610.797488,137299.074,3223.57257,256763.3701,31.241381,29.93006589,50.60512298
Nature_in_the_city_s023,27.9438,2.77956,24.6,3.8516,80626.225,305319.1594,6451,3387806,1711.359615,263.1001188,1287.316059,2004.225376,153193.2032,3300.790021,294684.4718,43.50011511,33.87329664,60.76348363
Nature_in_the_city_s024,18.6976,3.70934,7,2.3576,15051.53333,69286.92882,5409,770793,1528.409551,1.73133401,1524.818694,1532.207381,176889.585,3336.279701,319222.8907,61.77652647,35.685633,67.33687149
Nature_in_the_city_s025,18.7954,2.81758,7.3333,2.1012,16489.45,67927.44462,6477,756882,1548.165981,124.417158,1341.582947,1835.788208,172014.9782,3332.239583,312066.4537,58.01686729,35.479318,65.41979457
Nature_in_the_city_s026,19.6642,1.20039,8.35,1.3477,17360.98333,86300.45188,4618,958277,1823.052747,21.11327516,1777.039028,1839.379043,171349.9204,3331.016064,310063.2833,57.50392525,35.41683711,64.88318235
Nature_in_the_city_s027,21.5934,2.49432,9.8083,2.2485,20238.40833,78643.12895,6712,876970,1780.463645,59.81998154,1746.926121,2136.426973,168797.8082,3328.977674,309916.3861,55.53554655,35.31274353,64.8438313
Nature_in_the_city_s028,28.0086,2.31472,13.825,2.2906,28942.55833,105748.146,14826,1182188,2998.023476,161.3639993,2200.751103,3045.613647,160978.0385,3317.436152,297754.06,49.50435885,34.7233575,61.58576946
Park_s000,22.7052,10.2492,26.1333,11.1059,250532.3083,145682.9285,155777,1690962,786.275479,15.32971063,758.7371133,813.3858305,114908.0441,2984.240697,126266.7408,13.97175406,17.70820696,15.64749348
Park_s001,22.5564,7.69294,26,8.0414,185326.025,152743.3756,113916,1770443,746.7109991,7.8784783,738.1115059,769.1459022,118937.4779,3044.277025,147215.7775,17.07955298,20.77405658,21.25935233
RaceNight_s000,29.0259,21.7244,60.5,27.8738,899848.25,203309.7885,691573,2874386,1324.027094,79.85900212,1226.108765,1552.480411,116760.3602,2872.491417,209916.9202,15.40039797,12.00155403,38.05582692
ResidentialBuilding_s000,52.3789,13.5127,86.925,16.1685,468797.9833,632798.2716,272666,7363323,2395.02194,50.2114624,2320.750445,2476.471258,127910.5505,3160.651213,308748.5591,24.00025367,26.71688776,64.53099208
ResidentialBuilding_s001,50.519,18.8181,80.675,22.766,464834.5833,581006.5588,378069,6800623,2211.361559,49.20070773,2162.676711,2319.685259,126907.8999,3149.970966,310843.7227,23.22693498,26.17148409,65.09224759
RiverBank_s000,52.8592,12.7623,65.5333,15.3644,811087.0417,339068.1097,734605,4487231,3070.65722,7.207621416,3052.927036,3080.224253,112562.7824,2968.066743,186959.0164,12.16291385,16.88225856,31.90582977
RiverBank_s001,55.2666,13.3144,66.8167,16.5323,851545.025,383954.2789,771560,5012362,3082.758642,1.965944641,3076.383633,3085.498834,111344.0107,2959.120521,175460.3022,11.22290651,16.42540566,28.82553727
Runners_s000,50.8468,18.0174,105.85,22.4837,878683.3167,608606.0284,719314,7403039,1990.15496,73.86550139,1901.90967,2148.75335,104791.448,2789.286584,183016.1943,6.169083058,7.752568257,30.84962078
Runners_s001,49.8862,19.9546,102.7833,26.8636,913103.1167,573115.9586,731419,6992032,1968.634635,120.339212,1733.410672,2272.015618,103642.1531,2757.008606,173031.1144,5.282661334,6.104242453,28.17480285
RushHour_s000,28.9973,18.5728,47.75,19.7037,370313.75,190746.986,296728,2370933,1677.096185,51.494897,1596.141317,1802.321594,119838.6287,3042.284559,207475.9278,17.77458746,20.67230819,37.40193027
RushHour_s001,29.3011,17.032,48.2583,18.5472,371929.875,186937.4224,293338,2326029,1721.98864,83.60374581,1598.180729,1955.386162,119569.7362,3039.434199,203904.0213,17.56719758,20.52675005,36.44508268
Scarf_s000,38.4401,6.37604,63.5917,9.9506,302823.7333,203663.2517,126850,2059018,2176.837051,288.6977324,783.1943764,2272.292492,127904.2323,3127.581056,277107.0074,23.99538063,25.0281081,56.05480656
Secounds_That_Count_s000,20.5912,9.98341,12.0417,10.4909,72389.24167,117156.8929,0,1296436,1304.025363,1062.975781,0,2773.78554,206556.9282,4531.341904,400532.6245,84.65818714,96.71336601,89.11824288
Secounds_That_Count_s001,31.2479,16.8626,19.8667,17.8502,123288.5583,267251.4475,36461,2807671,1821.426046,792.1983181,1081.421422,2806.88134,192591.1268,4412.809132,385185.8191,73.88672282,90.66030338,85.00711803
Secounds_That_Count_s005,21.1286,0.985685,12.2167,1.9895,19056.14167,14107.60747,0,56129,513.9150663,248.6285697,0.616035146,704.3771873,223137.0005,4543.43324,438265.7314,97.44597158,97.33082915,99.2262432
Secounds_That_Count_s006,23.4683,6.59339,15.5167,6.1009,73813.09167,245041.6666,0,2208304,2110.337022,961.9840301,698.7796529,3352.488001,204676.116,4403.39011,381101.6384,83.20756493,90.17930619,83.91304166
Secounds_That_Count_s007,33.423,10.1338,19.575,8.649,94753.51667,234987.9504,33713,2523117,1846.280027,133.4788496,1180.259297,1985.12937,208160.0485,4507.729141,420273.8985,85.89463267,95.50754312,94.40656449
Secounds_That_Count_s008,8.24291,17.5645,7.4083,9.8029,47691.4,70537.74339,19406,738673,1418.708861,417.1324242,973.3097691,2282.837152,197516.1963,4349.498923,380669.7453,77.68530258,87.4272679,83.79734551
Secounds_That_Count_s009,29.7134,10.822,18.975,9.0986,103093.775,265489.3902,19989,2964843,1795.167717,423.1265375,956.2552874,2210.354394,197724.023,4424.374272,385385.7553,77.845594,91.25089549,85.06067723
Secounds_That_Count_s010,11.2007,10.2903,10.725,8.4739,58414.225,47497.41905,24250,449617,1402.124511,220.3701583,1052.355276,1743.702088,195085.8007,4430.355748,312848.2246,75.81080078,91.55634898,65.62921652
Secounds_That_Count_s011,8.55697,9.80741,7.725,6.2054,53446.4,235013.9863,13731,357371,1665.722427,363.1138742,1232.720517,2456.341439,210027.9857,4507.638832,384271.6471,87.33532474,95.50293135,84.76222829
Secounds_That_Count_s012,35.6261,6.76253,22.3583,5.4253,77840.55833,246782.4498,33595,377476,1683.904543,72.736028,1601.794287,1805.628199,201620.7762,4418.192771,404530.8299,80.85105976,90.93522738,90.18928804
Secounds_That_Count_s013,26.4683,8.84883,17.9917,8.3195,99608.36667,333082.1895,28024,380165,1681.422662,75.52130137,1618.148429,2054.273295,202432.484,4535.518229,382514.6257,81.47710911,96.92663665,84.29155479
Secounds_That_Count_s014,38.4085,4.30292,23.825,3.6565,64301.45833,277438.5599,32026,378842,1978.599275,32.26153798,1949.228826,2050.40071,204088.6913,4350.651338,408754.3761,82.75449931,87.48611776,91.32069782
Secounds_That_Count_s015,17.391,10.5673,12.0417,9.0049,69507.575,274389.4847,27471,377363,1669.719494,238.366093,914.9274393,1961.709778,199662.9584,4410.578703,366927.7101,79.34104507,90.54640304,80.11610885
Secounds_That_Count_s016,21.3905,11.2446,13.7167,10.1324,76075.01667,260082.5507,32125,359211,1840.813861,207.6923513,1488.856893,2250.217178,200565.8273,4436.951809,384280.8419,80.0374047,91.8931872,84.76469139
Secounds_That_Count_s017,26.0033,9.04463,16.4667,7.8825,65171.69167,278404.6556,19560,378980,1595.380458,584.0110618,692.4582388,2332.175964,208640.9897,4505.205614,407644.7955,86.26557031,95.37867524,91.02346173
Secounds_That_Count_s018,29.5575,9.38748,18.325,8.6048,81234.175,269915.4453,38171,358348,2110.864355,178.8411208,1931.340716,2383.203208,200100.3484,4381.185736,398817.2994,79.6783928,89.0454049,88.65873907
Secounds_That_Count_s019,33.6674,9.57162,21.025,8.3367,89889.65833,248773.4379,42526,372776,1901.575965,31.29608053,1843.706344,1948.934792,201929.7113,4426.219565,407628.8888,81.08933346,91.34512826,91.01920062
Secounds_That_Count_s020,46.0494,6.44977,20.2583,6.8741,74843.225,226916.4152,1033,368122,2350.796475,1290.359498,0.616035146,3540.37675,211938.6972,4488.977318,420101.6054,88.80900749,94.54995173,94.36041034
Secounds_That_Count_s021,64.2775,3.70088,26.0917,4.5543,68820.08333,550286.571,9489,262662,3569.764985,70.68601172,3429.970668,3674.102275,217962.9682,4448.851337,431501.9535,93.4553732,92.50085533,97.41435242
Secounds_That_Count_s022,25.2539,21.3784,33.525,30.2458,149768.8417,388471.3953,0,4323187,966.7167779,711.1928542,0.616035146,3412.015163,179849.342,4438.019419,383954.8304,64.05931105,91.94770641,84.67735895
Secounds_That_Count_s023,23.2924,14.6111,25.175,18.1459,124904.2833,493579.8695,37941,5351299,1962.003917,271.9068669,1342.575199,2246.538115,186006.8186,4227.004599,391483.5028,68.80841485,81.17190238,86.69415083
Secounds_That_Count_s024,29.3127,9.71878,22.275,9.5017,101132.5667,238098.9786,38157,2427600,1472.655977,343.9183489,1176.994896,2235.313039,196878.1013,4455.693371,392892.0684,77.19315627,92.85025459,87.07147944
Secounds_That_Count_s025,24.6734,9.03921,25.35,8.2503,89675.88333,220041.4396,47257,2272794,1946.247873,139.696647,1818.989605,2211.390248,189529.401,4311.576048,374026.5169,71.52529226,85.49067658,82.01774769
Secounds_That_Count_s026,25.1741,6.82687,24.1917,7.8499,92166.56667,254949.6588,42709,2410458,2899.703849,768.2412609,1347.677427,3354.132995,195434.9547,4331.969199,391079.583,76.08009431,86.53208492,86.58594819
Secounds_That_Count_s027,21.9355,13.1982,19.25,14.1877,92622.89167,183968.6813,41388,1637910,1749.583636,545.035189,1303.798751,2608.622409,202726.8713,4513.761941,404914.4789,81.70416253,95.81561755,90.29206051
Secounds_That_Count_s028,26.6105,7.85671,24.4167,6.7679,86007.25,200593.4414,43009,1791393,1490.391696,75.62798952,1387.682299,1617.802163,200899.4402,4433.662167,391150.9386,80.29471177,91.72519647,86.60506303
Secounds_That_Count_s029,26.3724,14.323,23.4583,16.4449,158729.4417,263041.2883,29373,2129185,2396.483335,649.8147478,1255.421169,2923.533409,182503.6615,4307.608946,347022.6854,66.10651958,85.28809027,74.78392149
Secounds_That_Count_s030,23.0066,9.43237,17.9833,10.3994,68077.2,189217.0949,27123,1860343,2712.08178,165.1781341,2472.79963,2882.047345,212396.7084,4595.701693,422503.9441,89.16225977,100,95.00395238
Secounds_That_Count_s031,23.2876,9.61053,18.8667,10.3796,94178.625,249849.0773,31722,2127254,2408.17477,198.8752794,2054.902985,2634.464651,202232.4284,4462.795001,396921.9621,81.32281138,93.21291048,88.15101332
Secounds_That_Count_s032,29.5572,5.26274,27,6.7344,83185.2,260125.1745,38639,2285031,1995.641032,54.43380865,1925.053918,2053.489865,208817.8226,4504.80899,421198.3705,86.401957,95.35842101,94.65421341
Secounds_That_Count_s033,40.8866,3.84343,22.7667,4.5987,67522.88333,192689.3521,1256,2025467,1739.83743,820.4751757,0.616035146,2316.240204,217619.966,4528.416796,428886.1017,93.19082441,96.56399079,96.71361416
Secounds_That_Count_s034,57.1463,2.85249,28.6167,3.1583,59381.725,436388.491,11416,4817746,2333.350367,78.39859237,1772.451501,2419.124024,221498.9869,4441.305675,427920.3777,96.18261367,92.11552422,96.45491461
Secounds_That_Count_s037,29.8762,17.854,19.25,17.8945,143487.4333,448116.1213,0,4286159,1752.785955,533.9846198,445.7730601,2387.25951,199857.1297,4524.179264,408407.1179,79.49080446,96.34759455,91.22767379
Secounds_That_Count_s038,22.5449,19.3694,22.6083,22.1735,142259.4167,241875.2485,51174,2453372,1780.327431,740.02013,1036.918828,2798.626977,174292.5576,4234.228396,308706.628,59.77350585,81.54079695,64.51975953
Secounds_That_Count_s039,16.4718,11.1484,15.0167,12.5972,92931.48333,143272.2267,0,1459324,1103.566607,552.6212768,516.5652462,1811.624475,187104.4227,4354.715594,325597.9932,69.65496869,87.69366542,69.04464334
Secounds_That_Count_s040,31.6353,4.74375,26.125,5.7419,99363.18333,270842.8051,22400,2103398,1672.251662,579.592132,1139.906364,2956.541827,199544.0781,4314.757475,398840.1252,79.24935578,85.65314113,88.66485367
Secounds_That_Count_s041,46.429,9.21042,28.7,8.6496,80952.88333,355965.2838,26870,3962950,2881.767781,58.48046075,2777.581261,2942.838891,210549.4086,4506.797339,441154.161,87.73748484,95.45995918,100
Secounds_That_Count_s042,18.2001,24.5733,13.825,20.2023,123859.1333,351432.7198,49799,3836802,1808.124481,679.5973513,1029.984694,2777.013622,180703.2266,4207.593837,363794.5567,64.71789038,80.18066123,79.27679511
Secounds_That_Count_s043,18.2961,17.5063,16.95,17.6647,88692.99167,113171.8604,43938,1179286,1199.946002,143.3256843,1022.735303,1449.814528,185124.5815,4230.09909,358223.1666,68.12796799,81.32992743,77.7843229
Secounds_That_Count_s044,25.8782,5.66694,25.0417,6.4728,66820.20833,106334.4597,29540,1091963,1065.613802,67.3761345,959.6733065,1126.324361,202979.3651,4376.909337,412714.0337,81.89890452,88.82702385,92.38141675
Secounds_That_Count_s045,30.2129,1.73685,26.9083,2.7872,49931.475,173254.4984,29641,1895747,1117.880892,86.44812611,178.8208694,1126.740981,214872.5295,4560.826582,436911.8934,91.07179706,98.21904755,98.86357508
Secounds_That_Count_s046,51.5999,5.29578,27.85,4.8033,82929.775,73429.19108,29470,483140,2479.035155,1067.366236,180.4701914,3105.13151,207663.1666,4458.701847,418735.1763,85.51140045,93.00388716,93.99436931
Secounds_That_Count_s047,54.331,8.42481,26.6417,9.9641,110458.1833,451925.2566,27518,5031609,2784.665263,1088.192356,274.9897175,3490.128796,187073.5212,4306.036514,374474.0356,69.63113518,85.20779153,82.13762967
Secounds_That_Count_s051,22.4551,8.63602,20.3167,9.5937,106090.7083,184152.6935,45793,1893101,2088.565969,379.0142438,1777.048926,2613.380239,197066.5241,4417.599214,376915.1669,77.33848193,90.90491649,82.79156351
Secounds_That_Count_s052,29.5846,4.54712,27.4333,5.3567,90825.61667,244727.791,37083,2188201,2334.415541,442.7047373,1648.835285,2634.611862,203784.8679,4538.117685,404076.665,82.52016818,97.05938197,90.06762568
Secounds_That_Count_s053,27.3558,5.49762,28.0417,5.6031,82161.5,173798.0293,51582,1971874,1639.715947,105.7398968,911.5031568,1695.112777,193356.7516,4358.696959,382184.5575,74.4772296,87.89698009,84.20313563
Skateboarding_s000,13.8078,1.85865,16.6167,3.8477,53210.38333,50672.87593,0,589102,1290.608066,344.6089908,0,1411.030042,154568.7974,3286.714048,298882.4212,44.5610756,33.15448491,61.88803651
Skateboarding_s001,23.7943,2.57855,27.4083,5.3813,89040.85,134297.1552,42478,1242741,1603.273033,152.3986702,1388.495304,1723.660322,146518.1027,3259.104931,291581.6216,38.35178132,31.74458188,59.93228754
Skateboarding_s002,20.0337,5.56816,27.2167,8.6641,166094.825,463020.3414,74657,4838996,1417.387134,59.87165374,1188.960495,1463.552962,134430.5873,3183.314253,247729.0047,29.02899081,27.87421155,48.18498387
Skateboarding_s003,29.1664,13.755,58.7083,21.0775,497449.15,564799.577,44096,5831884,1417.535297,437.618626,1058.419244,2116.835846,118233.4952,3044.561991,242907.8671,16.53658916,20.78860883,46.89349043
Skateboarding_s004,20.5069,7.63693,21.7083,9.8101,97247.05,99022.15595,47704,1029596,1557.863542,174.635005,1172.998666,1850.138791,142146.5469,3246.723162,283532.2497,34.98011245,31.11228734,57.77600994
Skateboarding_s005,33.4288,6.03783,24.6417,8.7971,58269.65833,105613.3448,0,1128842,1206.548262,608.7418085,0.616035146,1744.888024,146280.5465,3280.173291,295037.669,38.16856032,32.82047084,60.85809862
Skateboarding_s006,61.5495,0.488305,52.6917,3.9537,99129.525,766970.2025,0,6660661,1480.379843,854.7260974,844.318961,2619.372586,152446.4285,3306.773827,314361.3108,42.92414691,34.1788691,66.03454428
Skateboarding_s007,29.9499,20.7098,45.65,34.4861,354350.4167,647483.1964,0,6706848,2042.649884,323.0159983,1685.720251,2619.372586,128734.2495,3124.99486,297156.6354,24.63555156,24.89603994,61.42573048
Skateboarding_s008,37.6022,20.1188,50.725,40.7165,463324,443006.2988,311641,4201370,2342.759008,454.141508,1726.233718,3088.80203,126651.9051,3103.56763,298300.2332,23.02949278,23.80182469,61.73207912
Skateboarding_s009,41.2446,8.31083,69.9583,16.1749,694513.725,382295.9454,631648,4852430,3029.102822,39.01126169,2931.377308,3078.336975,123085.0089,3017.850645,284676.1953,20.27843723,19.42455192,58.08245178
Skateboarding_s010,30.9054,15.0169,66.7083,26.6945,1171716.658,848293.6061,371969,4667733,2270.935535,530.1096074,1474.573661,3349.340715,115351.3711,2869.143253,203271.8089,14.31368083,11.83057478,36.2757247
Skateboarding_s011,20.5218,13.7679,42.9917,21.2156,548192.1667,451865.4901,201116,4567887,2033.896027,1035.542613,740.9524281,3342.383499,124866.5158,2991.43895,251666.2041,21.65246783,18.0757971,49.23968664
Skateboarding_s012,23.2172,17.2376,49.7667,27.4375,665155.3167,235801.2847,379658,2797231,2699.611722,623.7532264,2125.518107,3876.093373,122952.973,2940.906073,245708.1802,20.17660136,15.4952562,47.64364242
Skateboarding_s017,20.1461,3.24034,25.125,6.1963,101867.125,93031.83178,24616,1092197,1510.692002,363.6453361,410.9651888,1661.39284,149522.2244,3265.401087,302373.4068,40.66878328,32.066105,62.82320688
Skateboarding_s018,20.9863,5.85177,26.9417,6.8102,123156.175,97134.90978,96431,1168013,1653.920882,30.0097731,1559.71066,1686.208923,146550.2669,3249.046759,299581.6542,38.37658874,31.23094548,62.07534808
Skateboarding_s019,24.137,8.20577,37.9083,9.4291,207315.6,186512.85,98187,2030143,1087.505928,424.0619939,735.4261303,1762.003408,137843.9504,3207.276797,280682.8863,31.66163018,29.09789662,57.01271827
Skateboarding_s020,17.2611,13.668,24.375,15.4041,135373.6417,167261.5446,98260,1949715,1003.357896,290.2230917,753.4231605,1806.536505,139634.7965,3217.20175,277794.4688,33.0428638,29.60472994,56.23896473
Skateboarding_s021,27.6934,11.332,31.5167,14.935,177968.5833,303443.6161,92653,3338647,1712.36684,646.7331883,984.9948202,2489.185046,134493.1147,3212.095933,263723.6975,29.07721653,29.34399338,52.46966576
Skateboarding_s023,15.3987,7.64066,18.7667,9.1244,96352.00833,39925.01368,87144,530976,513.068478,29.73580592,460.2514134,546.5320032,145911.4355,3250.800228,281745.4818,37.88387447,31.32048914,57.29736793
Skateboarding_s024,15.4045,13.4443,19.525,14.4294,121996.75,56650.01818,94848,664339,737.5729234,110.4578186,540.498202,908.3830411,139279.445,3218.496518,258421.8348,32.76879032,29.67084934,51.04939497
Skateboarding_s025,15.4253,16.5367,21.0583,19.3658,203905.5333,82279.03317,122484,760776,764.1630464,82.94565032,627.2208946,868.5239876,127144.9588,3132.734063,195677.0122,23.40977242,25.2912545,34.24121934
Skateboarding_s026,16.9759,11.4088,20.4083,13.5073,123961.7,66787.55589,96714,690369,800.1892483,91.66384411,534.0842624,856.4141583,141464.0048,3226.991938,272099.818,34.45368527,30.1046813,54.71347326
Skateboarding_s027,16.3889,16.949,21.3833,17.966,180770.775,102892.7408,99772,695745,795.3500044,103.0534388,620.5287389,982.7047854,130013.1175,3159.372072,216868.9773,25.62190966,26.65156639,39.91815421
Skateboarding_s028,18.3588,14.6396,23.3,18.1733,211287.8833,122185.8077,108527,1102890,843.7719496,57.6002029,693.2387099,927.260917,126194.1866,3123.039859,200842.0399,22.67646622,24.79620475,35.62483459
Skateboarding_s029,14.5026,13.6726,16.9417,15.9035,107280.3417,67875.03729,61602,801466,864.7982475,38.21352161,759.1198642,929.6347977,143432.6842,3245.950908,273405.3267,35.97207717,31.07285099,55.06319487
Skateboarding_s030,15.783,13.2406,19.9833,24.5714,224832.125,103284.4487,62711,973392,750.1160218,82.77471196,613.9185584,926.4553599,123664.7769,3075.360813,157871.9463,20.72559738,22.36139915,24.11394254
Skateboarding_s031,15.2301,17.3251,17.0583,24.8278,179990.325,55588.70487,84592,622951,893.400692,240.6144441,605.3808933,1532.868573,127202.4463,3135.35172,184681.3788,23.4541111,25.42492931,31.29569286
Skateboarding_s032,29.9021,9.7118,40.525,9.8392,132990.175,291957.7288,45588,3302913,1237.932363,225.980208,159.6925445,1632.744812,138424.5858,3240.902142,285508.5708,32.10945939,30.81502777,58.30542976
Skateboarding_s033,35.3054,5.90683,48.3583,7.4626,141154.9167,327814.5268,74180,3378698,1273.130946,80.25339256,1159.169687,1410.20934,139239.0032,3252.081403,291131.177,32.73759862,31.38591436,59.81162178
Skateboarding_s034,26.4924,10.1318,34.4,8.7416,113098.1,161058.0889,75527,1852873,1401.09547,64.34149696,1250.262211,1545.543014,142186.2244,3250.758476,291641.7338,35.01071467,31.31835701,59.9483905
Skateboarding_s035,26.7125,8.07174,34.1333,7.5874,110640.9083,155237.8309,74037,1796299,1448.015082,42.76301763,1393.176611,1526.189313,142412.614,3252.63637,288527.5326,35.18532322,31.41425463,59.11415369
Skateboarding_s036,23.8085,10.8199,32.075,9.8191,112077.525,137751.7054,73245,1424111,1394.848075,100.6523839,1266.412541,1583.906046,139744.2964,3231.376854,279722.5793,33.12731825,30.32860398,56.7554698
Skateboarding_s037,17.4086,8.69949,27.0167,7.5128,107689.25,78338.30886,96447,961477,1312.897001,77.76771523,1145.680824,1618.261458,145618.5934,3252.891449,289132.2414,37.65801288,31.42728062,59.27614397
Skateboarding_s038,21.7402,4.99518,32.2667,6.7825,133383.5417,169779.5191,85382,1746187,1255.890186,196.5533588,995.9907586,1449.975163,143750.2305,3252.089109,284654.4849,36.21699246,31.38630788,58.07663596
Skateboarding_s039,29.2786,3.28407,40.7333,4.7371,137187.7667,177570.9339,65702,2042762,1025.475472,6.064928716,1009.112112,1034.475721,144257.41,3271.058298,298804.3541,36.60816706,32.3549994,61.86712378
Skateboarding_s040,27.1908,11.0228,35.5083,9.7866,151401.15,181385.9385,81997,2105081,1336.235491,264.1942922,1024.534545,1859.061372,140729.0968,3248.286301,285689.0027,33.88686955,31.1921115,58.3537641
Skateboarding_s041,30.5019,9.02479,40.575,10.4666,164437.725,299342.6182,87882,3101749,1430.676056,421.1391147,1030.561081,2141.200917,136440.9809,3222.646296,272930.2095,30.5795558,29.88276424,54.93591976
Skateboarding_s042,37.405,9.34164,51.8083,7.6232,151785.15,312219.7517,101151,3555483,1301.70249,76.96425277,1161.975372,1432.647391,139364.0945,3255.215941,296840.6078,32.83407829,31.54598446,61.34107253
Skateboarding_s043,39.7549,6.2347,52.05,12.8775,338505.875,418957.2598,38153,3530055,2211.752062,397.4137232,1178.883234,3501.060812,131980.1041,3217.499953,270799.5523,27.13899593,29.61995815,54.36515618
Skateboarding_s044,15.603,4.98653,10.7417,4.0654,56375.95,71163.25078,29617,764755,1557.1418,652.4466685,842.8099945,3024.878091,157288.9842,3300.781672,313403.4147,46.65908592,33.87287025,65.77794168
Skateboarding_s045,13.0443,2.90279,9.6083,2.8512,37299.33333,29679.81683,28077,342647,802.4952317,82.5157138,585.8522633,942.9762152,160490.6692,3306.608531,319599.3644,49.1284634,34.17042799,67.4377218
Skateboarding_s046,12.7346,5.52944,9.0833,3.8176,42956.925,30922.70913,27094,339275,543.6541445,63.90988261,387.7066236,655.8433724,160492.3318,3306.997765,321176.0726,49.12974572,34.19030482,67.86009273
Skateboarding_s047,12.2406,2.66583,7.95,2.8132,31671.94167,23932.72171,17307,275560,343.0912294,71.83475564,129.2357204,437.4290553,161920.9329,3309.844015,321702.2963,50.23158907,34.33565306,68.00105831
Skateboarding_s048,12.2245,2.53011,6.95,3.1726,27436.38333,20135.93598,19515,234629,117.515502,10.95324322,81.57732287,133.3281503,164246.7367,3312.714642,324815.032,52.02542189,34.48224618,68.83490255
